"",海拔高度,下降率,无线电高度,计算空速,地速,起落架,空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4,左侧发动机油门N1值,右侧发动机油门N1值,磁航向,风向,风速,是否接通了A/T,是否接通了任意侧的A/P,左发油门杆位置（角度）,左发油门杆位置（角度）.1,右发油门杆位置（角度）,右发油门杆位置（角度）.1,RUDD位置,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率
10,60,-2,-8,30.0,13.75,1.0,0,0,0,0,0,0.9805,0.9961,0.9922,1.0000,1.0000,1.0156,1.0078,0.9648,1.0117,1.0117,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0000,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.9,13.4,36.250,0,0,34.0137,34.0137,34.1895,34.1895,-0.2676,-1.30,-0.42,-1.58,-4.78,-4.66,-4.86,-0.0625
11,59,0,-8,30.0,13.75,1.0,0,0,0,0,0,0.9883,0.9922,1.0039,1.0391,0.9688,0.9922,0.9883,1.0039,1.0000,1.0156,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.0,13.4,36.125,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-0.84,-2.19,-3.33,-4.22,-4.41,-4.26,0.1250
12,59,4,-8,30.0,14.00,1.0,0,0,0,0,0,1.0117,1.0078,1.0156,0.9805,0.9922,1.0156,0.9883,1.0234,0.9922,0.9727,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.3,16.1,13.4,36.000,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.85,-2.97,-1.66,-4.78,-4.71,-4.83,0.0625
13,60,-2,-8,30.0,14.00,1.0,0,0,0,0,0,1.0117,1.0234,0.9570,0.9961,1.0391,1.0117,0.9922,0.9648,0.9922,0.9961,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0021,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.7,35.875,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-1.50,-0.37,-2.66,-4.50,-4.56,-4.47,-0.0625
14,60,-8,-8,30.0,14.25,1.0,0,0,0,0,0,0.9961,1.0156,0.9961,1.0078,1.0117,0.9805,0.9844,0.9766,1.0039,1.0273,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.7,35.750,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.28,-1.87,-2.05,-4.66,-4.53,-4.68,-0.0625
15,59,-3,-8,30.0,14.50,1.0,0,0,0,0,0,0.9883,1.0039,1.0156,1.0039,0.9961,0.9922,0.9922,0.9805,1.0078,0.9961,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.7,35.500,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-1.44,0.36,-3.04,-4.56,-4.58,-4.60,0.0000
16,60,-4,-8,30.0,14.50,1.0,0,0,0,0,0,0.9805,0.9766,1.0313,0.9766,0.9883,0.9883,1.0195,0.9727,1.0195,0.9961,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0021,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,35.375,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.71,-1.61,-2.00,-4.36,-4.42,-4.40,0.0000
17,60,-6,-8,30.0,14.75,1.0,0,0,0,0,0,1.0000,1.0156,0.9961,0.9883,0.9961,1.0156,0.9922,0.9805,1.0156,0.9883,-0.2197,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,35.250,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-3.25,-3.34,1.17,-4.81,-4.65,-4.77,-0.1250
18,60,-7,-8,30.0,14.75,1.0,0,0,0,0,0,0.9922,1.0273,0.9883,1.0117,1.0195,1.0273,0.9961,0.9883,0.9648,0.9648,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,35.125,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.68,-2.70,-3.07,-4.59,-4.52,-4.65,0.0000
19,60,-6,-8,30.0,15.00,1.0,0,0,0,0,0,0.9766,1.0000,0.9961,0.9883,1.0234,1.0078,1.0352,0.9570,1.0078,0.9805,-0.2637,-0.2637,-0.2637,-0.2637,-0.3076,-0.0010,-0.0010,-0.0010,-0.001,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,35.000,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-3.35,-2.08,-2.57,-4.45,-4.45,-4.46,-0.0625
20,60,-4,-8,30.0,15.00,1.0,0,0,0,0,0,0.9922,0.9688,0.9844,0.9766,1.0000,1.0039,1.0000,1.0039,1.0234,1.0234,-0.3076,-0.3076,-0.3076,-0.3516,-0.3516,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.3,13.7,34.875,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-1.06,-0.63,-1.87,-4.45,-4.42,-4.46,-0.0625
21,60,-2,-8,30.0,15.25,1.0,0,0,0,0,0,0.9805,0.9961,0.9766,0.9961,1.0508,1.0273,1.0039,0.9609,0.9805,0.9844,-0.3516,-0.3076,-0.3076,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.3,13.7,34.750,0,0,34.0137,33.9697,34.1895,34.1895,-0.2637,-2.27,-1.93,-2.85,-4.68,-4.56,-4.70,-0.0625
22,60,-1,-8,30.0,15.50,1.0,0,0,0,0,0,0.9883,1.0078,1.0078,1.0117,1.0000,0.9570,1.0547,1.0195,0.9688,1.0117,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.3,13.7,34.500,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-1.16,-1.45,-1.93,-4.42,-4.46,-4.51,0.0000
23,60,0,-8,30.0,15.50,1.0,0,0,0,0,0,1.0313,0.9805,1.0078,0.9844,1.0234,0.9727,1.0273,0.9922,0.9570,1.0078,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.1758,0.1758,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,34.375,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,0.64,0.71,-0.12,-4.28,-4.42,-4.31,0.0000
24,60,1,-8,30.0,15.75,1.0,0,0,0,0,0,1.0195,0.9688,1.0039,0.9883,0.9766,0.9922,0.9922,0.9883,1.0313,0.9844,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.1758,0.0115,0.0115,0.0115,0.0115,0.0104,21.3,21.4,16.1,13.7,34.250,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-3.96,-2.77,-1.62,-4.63,-4.54,-4.61,0.0625
25,60,1,-8,30.0,16.00,1.0,0,0,0,0,0,1.0000,0.9688,1.0195,0.9961,0.9961,0.9688,0.9844,1.0078,1.0391,1.0039,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0021,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.0,13.7,34.000,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-1.08,-0.68,-1.97,-4.45,-4.45,-4.49,0.0625
26,60,1,-8,30.0,16.00,1.0,0,0,0,0,0,0.9844,1.0156,1.0156,0.9922,0.9766,1.0078,1.0117,1.0000,1.0078,0.9844,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.9,13.4,33.875,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-2.46,-2.89,-2.31,-4.61,-4.60,-4.61,-0.0625
27,60,0,-8,30.0,16.25,1.0,0,0,0,0,0,1.0078,0.9961,0.9844,1.0078,0.9961,1.0078,0.9883,0.9883,0.9961,1.0156,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.8,13.4,33.750,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-2.03,-2.04,-1.73,-3.51,-4.25,-3.59,-0.1250
28,60,0,-8,30.0,16.25,1.0,0,0,0,0,0,1.0078,0.9922,0.9766,1.0000,1.0273,1.0195,0.9883,0.9961,1.0078,0.9844,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.7,13.4,33.625,0,0,33.9697,33.9697,34.1895,34.1895,-0.2637,-4.24,-3.86,-3.00,-3.98,-4.42,-4.06,0.0000
29,60,0,-8,30.0,16.50,1.0,0,0,0,0,0,1.0117,0.9727,1.0156,0.9961,1.0156,0.9961,0.9805,1.0195,1.0000,0.9883,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.4,33.500,0,0,33.9697,33.9697,34.1895,34.1895,-0.2695,-2.79,-3.02,-1.75,-3.92,-4.22,-4.32,-0.0625
30,60,0,-8,30.0,16.50,1.0,0,0,0,0,0,0.9961,1.0000,0.9922,0.9766,1.0195,0.9961,1.0234,0.9922,1.0117,0.9805,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,33.375,0,0,33.9697,33.9697,34.1895,34.1895,-0.2695,-3.69,-4.15,-2.25,-4.30,-4.41,-4.34,-0.0625
31,60,0,-8,30.0,16.75,1.0,0,0,0,0,0,1.0117,0.9922,1.0039,1.0000,1.0156,0.9805,1.0039,0.9922,0.9766,1.0234,-0.2197,-0.2197,-0.2637,-0.2637,-0.2197,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,33.250,0,0,33.9697,33.9697,34.1895,34.1895,-0.2695,-3.37,-3.12,-2.05,-4.34,-4.37,-4.41,-0.0625
32,60,0,-8,30.0,16.75,1.0,0,0,0,0,0,1.0156,0.9961,1.0000,0.9961,0.9609,1.0078,0.9727,1.0039,0.9961,0.9805,-0.2197,-0.2197,-0.2197,-0.2637,-0.2637,-0.0010,-0.0021,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,33.125,0,0,33.9697,33.9697,34.1895,34.1895,-0.2695,-1.66,-1.96,-2.46,-4.34,-4.40,-4.39,-0.0625
33,60,0,-8,30.0,17.00,1.0,0,0,0,0,0,0.9844,1.0000,0.9844,1.0156,1.0000,1.0000,0.9883,1.0078,0.9883,0.9922,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,33.000,0,0,33.9697,33.9697,34.1895,34.1895,-0.2695,-2.12,-2.49,-1.78,-4.11,-4.33,-4.16,-0.1250
34,60,0,-8,30.0,17.25,1.0,0,0,0,0,0,1.0078,1.0000,0.9844,0.9844,1.0156,0.9805,1.0000,1.0352,0.9883,1.0156,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,32.750,0,0,33.9697,34.0137,34.1895,34.1895,-0.2695,-2.08,-0.96,-1.03,-4.87,-4.73,-4.96,0.0000
35,60,0,-8,30.0,17.25,1.0,0,0,0,0,0,0.9609,0.9688,0.9609,1.0039,0.9844,0.9727,1.0156,1.0195,0.9922,1.0195,-0.2637,-0.3076,-0.3076,-0.3516,-0.3516,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.6,13.0,32.625,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.39,-2.81,-0.58,-4.24,-4.55,-4.39,-0.1250
36,60,0,-8,30.0,17.00,1.0,0,0,0,0,0,0.9961,0.9961,1.0352,0.9922,0.9922,0.9961,1.0547,1.0039,0.9766,1.0195,-0.3516,-0.3516,-0.3076,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.7,13.0,32.875,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,0.32,0.51,-2.82,-4.52,-4.49,-4.61,0.1250
37,60,0,-8,30.0,17.00,1.0,0,0,0,0,0,0.9805,1.0078,1.0117,0.9961,0.9961,0.9844,1.0156,0.9922,1.0195,1.0156,-0.2637,-0.2197,-0.2197,-0.2197,-0.2637,-0.0021,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,15.8,13.0,33.000,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-4.32,-4.27,-1.78,-4.77,-4.59,-4.75,0.0000
38,60,0,-8,30.0,17.00,1.0,0,0,0,0,0,0.9727,1.0000,0.9844,1.0195,0.9805,0.9922,1.0039,0.9961,1.0000,0.9883,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0021,-0.001,0.0879,0.0000,0.0115,0.0115,0.0115,0.0115,0.0115,21.4,21.4,15.9,13.4,32.875,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-1.40,-2.05,-2.71,-4.22,-4.33,-4.26,0.0625
39,60,0,-8,30.0,17.25,1.0,0,0,0,0,0,1.0039,1.0000,0.9961,1.0039,0.9844,1.0313,0.9844,1.0156,0.9883,1.0117,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.001,-0.0010,-0.001,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.4,32.750,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-1.46,-1.51,-2.75,-4.41,-4.54,-4.50,-0.0625
40,60,0,-8,30.0,17.25,1.0,0,0,0,0,0,0.9961,1.0000,0.9922,0.9883,1.0000,1.0078,0.9883,0.9922,1.0156,1.0000,-0.2637,-0.2637,-0.2197,-0.2637,-0.2197,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.4,32.625,0,0,34.0137,34.0137,34.1895,34.1895,-0.2695,-2.32,-1.54,-2.45,-4.52,-4.44,-4.64,0.0000
41,60,0,-8,30.0,17.50,1.0,0,0,0,0,0,1.0039,0.9961,1.0273,0.9727,0.9961,0.9844,1.0039,0.9766,1.0273,1.0000,-0.2637,-0.2637,-0.2637,-0.2637,-0.2197,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.4,32.500,0,0,34.0137,34.0137,34.1895,34.1895,-0.2656,-3.05,-3.45,-1.85,-4.28,-4.26,-4.34,0.0625
42,60,0,-8,30.0,17.50,1.0,0,0,0,0,0,0.9883,0.9648,0.9961,0.9961,0.9922,1.0117,0.9648,0.9805,1.0195,1.0000,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,32.375,0,0,34.0137,34.0137,34.1895,34.1895,-0.2656,-3.95,-3.90,-2.25,-4.29,-4.31,-4.46,0.0625
43,60,0,-8,30.0,17.75,1.0,0,0,0,0,0,1.0117,1.0000,1.0195,0.9648,0.9844,1.0156,1.0117,1.0000,1.0000,1.0078,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.0021,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.3,13.7,32.125,0,0,34.0137,34.0137,34.1895,34.1895,-0.2656,-2.73,-2.88,-3.39,-4.47,-4.49,-4.56,0.0000
44,60,0,-8,30.0,18.00,1.0,0,0,0,0,0,0.9492,1.0078,0.9922,1.0195,0.9609,1.0195,0.9922,0.9531,1.0547,1.0156,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.3,13.7,32.000,0,0,34.0137,34.0137,34.1895,34.1895,-0.2656,-2.71,-2.42,-2.37,-4.81,-4.64,-4.87,-0.1250
45,60,0,-8,30.0,18.00,1.0,0,0,0,0,0,0.9766,1.0313,0.9609,1.0039,1.0000,1.0273,1.0273,0.9844,0.9766,1.0078,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.0010,-0.0010,-0.0021,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.2,13.7,31.875,0,0,34.0137,34.0137,34.1895,34.1895,-0.2500,-2.33,-2.33,-2.14,-4.61,-4.69,-4.58,0.0000
46,60,0,-8,30.0,18.25,1.0,0,0,0,0,0,1.0078,1.0117,1.0273,0.9766,0.9492,1.0234,1.0039,1.0078,1.0039,1.0195,-0.2637,-0.2197,-0.2197,-0.2197,-0.2197,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.1,13.7,31.750,0,0,34.0137,34.0137,34.1895,34.1895,-0.2500,-2.60,-3.74,-1.84,-4.07,-3.98,-4.36,0.0000
47,60,0,-8,30.0,18.25,1.0,0,0,0,0,0,1.0234,1.0195,0.9883,0.9453,1.0078,1.0195,0.9883,1.0000,1.0078,0.9922,-0.2637,-0.2637,-0.2197,-0.2197,-0.2637,-0.001,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.3,21.4,16.0,13.7,31.750,0,0,34.0137,34.0137,34.1895,34.1895,-0.2598,-2.65,-2.72,-3.30,-3.43,-3.48,-4.46,-0.0625
48,60,0,-8,30.0,18.00,1.0,0,0,0,0,0,1.0039,0.9805,1.0117,0.9688,1.0117,1.0000,0.9961,0.9922,1.0078,0.9961,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.0010,-0.0010,-0.0010,-0.0021,0.0879,0.0879,0.0115,0.0115,0.0115,0.0115,0.0115,21.4,21.4,15.8,13.4,31.875,0,0,34.0137,34.0137,34.1455,34.1455,-0.2598,-3.50,-3.25,-2.70,-4.90,-4.47,-4.73,-0.1250
