"",海拔高度,下降率,无线电高度,计算空速,地速,起落架,空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4,左侧发动机油门N1值,右侧发动机油门N1值,磁航向,风向,风速,是否接通了A/T,是否接通了任意侧的A/P,左发油门杆位置（角度）,左发油门杆位置（角度）.1,右发油门杆位置（角度）,右发油门杆位置（角度）.1,RUDD位置,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率
10,154,3,-8,30.0,11.50,1.0,0,0,0,0,0,1.0078,1.0000,0.9844,1.0195,1.0313,0.9727,0.9648,0.9883,0.9922,1.0117,-0.1758,-0.1758,-0.1758,-0.1758,-0.1758,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0094,21.3,21.6,358.9,0.0,0.0,0,0,33.8379,33.8379,34.0576,34.0576,-0.2578,0.40,1.00,-1.21,3.23,3.37,3.23,-0.1250
11,154,-2,-8,30.0,11.75,1.0,0,0,0,0,0,1.0234,1.0156,0.9961,1.0078,1.0117,1.0078,0.9922,1.0195,0.9727,0.9805,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0094,0.0104,0.0104,21.3,21.6,358.8,0.0,0.0,0,0,33.8379,33.8379,34.0576,34.0576,-0.2578,3.71,3.20,0.17,2.98,2.84,3.01,-0.1250
12,154,-4,-8,30.0,12.00,1.0,0,0,0,0,0,1.0039,1.0078,1.0078,0.9766,0.9883,1.0039,0.9727,0.9922,1.0117,0.9766,-0.2197,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0000,0.0000,0.0104,0.0104,0.0094,0.0104,0.0094,21.3,21.5,358.7,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2578,1.16,1.93,-0.20,3.41,3.39,3.44,-0.1250
13,154,-5,-8,30.0,12.25,1.0,0,0,0,0,0,0.9570,0.9961,0.9727,1.0078,0.9883,1.0391,0.9844,0.9883,1.0000,0.9883,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0000,-0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,358.6,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,-1.47,-0.97,1.42,2.67,2.81,2.71,-0.0625
14,154,-4,-8,30.0,12.50,1.0,0,0,0,0,0,0.9766,1.0391,0.9883,1.0195,1.0078,1.0469,0.9883,1.0547,1.0195,0.9922,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0094,0.0094,0.0094,0.0104,21.3,21.3,358.6,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,-0.70,-0.96,0.46,3.44,3.44,3.47,-0.1250
15,154,-2,-8,30.0,12.75,1.0,0,0,0,0,0,0.9883,1.0156,0.9766,1.0117,1.0000,1.0000,1.0039,1.0117,0.9570,0.9883,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0094,0.0094,0.0104,0.0094,0.0104,21.3,21.3,358.6,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,1.78,1.13,-0.27,3.13,3.19,3.18,0.1250
16,154,-1,-8,30.0,12.75,1.0,0,0,0,0,0,1.0000,0.9922,0.9531,0.9922,1.0234,1.0078,1.0156,1.0039,0.9922,1.0000,-0.2637,-0.2637,-0.2197,-0.2197,-0.2197,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0094,0.0104,0.0104,0.0104,21.4,21.4,358.7,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,0.17,-0.20,0.52,2.87,3.09,2.90,0.0625
17,154,0,-8,30.0,13.00,1.0,0,0,0,0,0,0.9844,0.9492,0.9883,1.0391,1.0352,0.9844,1.0391,1.0117,0.9648,1.0000,-0.2197,-0.2197,-0.2197,-0.2197,-0.2197,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0094,21.4,21.4,358.7,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,0.28,0.79,-0.45,2.94,3.02,2.97,0.0000
18,154,0,-8,30.0,13.25,1.0,0,0,0,0,0,1.0313,1.0234,0.9844,1.0117,1.0313,1.0039,0.9961,1.0195,0.9883,0.9492,-0.2197,-0.2637,-0.2637,-0.2637,-0.2197,-0.001,-0.001,-0.0021,-0.0021,-0.001,0.0879,0.0879,0.0094,0.0094,0.0104,0.0104,0.0104,21.4,21.4,358.8,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,0.85,1.16,-0.51,3.38,3.48,3.38,-0.0625
19,153,8,-8,30.0,13.50,1.0,0,0,0,0,0,1.0078,1.0078,0.9648,1.0039,1.0859,0.9688,0.9727,0.9531,0.9531,0.9766,-0.2197,-0.2197,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.5,358.9,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,0.73,1.02,-0.18,2.85,2.83,2.86,-0.1875
20,154,7,-8,30.0,13.75,1.0,0,0,0,0,0,1.0000,0.9883,1.0117,1.0000,0.9609,0.9805,1.0000,1.0039,1.0313,1.0195,-0.2197,-0.2637,-0.2637,-0.2637,-0.2637,-0.0021,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0094,0.0104,21.4,21.5,359.0,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,-0.89,-1.13,1.63,2.74,3.10,2.78,-0.1250
21,154,2,-8,30.0,14.00,1.0,0,0,0,0,0,1.0117,1.0039,0.9883,1.0234,0.9766,0.9688,1.0078,1.0234,0.9883,1.0156,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0021,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.5,359.1,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,0.36,0.24,-0.18,3.09,3.34,3.12,-0.0625
22,154,-2,-8,30.0,14.00,1.0,0,0,0,0,0,1.0195,1.0156,0.9922,1.0039,0.9844,0.9883,0.9531,1.0078,1.0039,1.0078,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0094,0.0104,0.0104,0.0104,21.3,21.4,359.2,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,0.33,0.61,0.37,3.71,3.62,3.71,0.1250
23,154,-4,-8,30.0,14.25,1.0,0,0,0,0,0,0.9805,1.0000,1.0234,1.0547,0.9727,0.9961,0.9922,0.9727,1.0000,1.0039,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,359.3,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,1.46,1.31,-0.67,2.74,3.04,2.77,0.0000
24,154,-4,-8,30.0,14.50,1.0,0,0,0,0,0,0.9844,1.0195,0.9844,1.0195,1.0273,1.0000,1.0313,1.0117,0.9727,0.9531,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0104,0.0104,0.0094,0.0104,0.0104,21.3,21.3,359.4,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2598,1.19,0.61,-0.36,3.39,3.40,3.45,-0.0625
25,154,-4,-8,30.0,14.75,1.0,0,0,0,0,0,0.9766,0.9805,0.9883,0.9883,1.0000,0.9883,1.0156,1.0156,1.0195,1.0000,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0879,0.0094,0.0094,0.0094,0.0104,0.0104,21.3,21.4,359.5,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2559,3.70,4.54,0.69,2.99,3.14,3.04,0.0000
26,154,-2,-8,30.0,15.00,1.0,0,0,0,0,0,0.9922,0.9922,0.9883,1.0117,1.0195,1.0195,1.0195,1.0156,0.9688,1.0000,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.0879,0.0094,0.0104,0.0104,0.0094,0.0104,21.3,21.4,359.5,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2559,1.81,2.44,0.69,3.17,3.10,3.20,0.0625
27,154,-1,-8,30.0,15.25,1.0,0,0,0,0,0,0.9922,0.9766,1.0078,0.9922,1.0234,1.0234,1.0117,1.0078,0.9961,1.0000,-0.2637,-0.2637,-0.2637,-0.2197,-0.2197,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.0879,0.0094,0.0094,0.0094,0.0094,0.0094,21.4,21.4,359.4,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2539,2.14,1.80,-0.08,3.64,3.59,3.72,-0.0625
28,154,0,-8,30.0,15.25,1.0,0,0,0,0,0,1.0000,1.0000,0.9961,1.0000,1.0078,1.0000,1.0313,1.0039,0.9883,0.9922,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.0879,0.0104,0.0094,0.0104,0.0094,0.0094,21.4,21.5,359.3,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2539,-0.33,0.19,0.24,3.57,3.58,3.62,-0.1250
29,153,8,-8,30.0,15.50,1.0,0,0,0,0,0,1.0000,1.0117,1.0234,1.0195,1.0469,1.0117,0.9805,0.9922,0.9961,0.9609,-0.2637,-0.2637,-0.3076,-0.3076,-0.3516,-0.0010,-0.0021,-0.0021,-0.0010,-0.001,0.0879,0.1758,0.0104,0.0104,0.0104,0.0104,0.0094,21.4,21.5,359.1,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2520,0.39,1.00,-0.36,3.48,3.59,3.52,-0.1250
30,154,7,-8,30.0,14.75,1.0,0,0,0,0,0,0.9961,0.9844,0.9727,0.9805,1.0000,0.9922,0.9961,0.9922,0.9922,0.9766,-0.3516,-0.3516,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0021,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.4,358.9,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2520,-0.02,0.21,-0.36,3.25,3.41,3.27,-0.0625
31,154,2,-8,30.0,14.00,1.0,0,0,0,0,0,0.9648,0.9805,1.0469,1.0391,1.0273,0.9883,1.0195,0.9648,1.0352,1.0273,-0.3076,-0.3076,-0.3076,-0.3076,-0.3516,-0.0010,-0.0021,-0.0021,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.5,358.8,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2578,0.79,0.26,-0.18,3.05,3.24,3.13,0.0625
32,154,-2,-8,30.0,13.25,1.0,0,0,0,0,0,0.9922,0.9844,1.0078,0.9961,0.9883,0.9688,1.0430,0.9883,1.0000,0.9805,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0021,-0.0021,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.5,358.7,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.1016,-0.2578,1.96,2.31,-0.58,3.41,3.57,3.48,-0.0625
33,154,-4,-8,30.0,12.50,1.0,0,0,0,0,0,1.0000,0.9648,1.0234,0.9961,0.9688,0.9961,1.0117,1.0313,0.9766,0.9922,-0.3076,-0.3076,-0.3076,-0.3076,-0.3516,-0.0010,-0.0010,-0.0021,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.5,358.7,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2676,1.41,0.75,-0.50,3.53,3.49,3.53,0.0625
34,154,-4,-8,30.0,11.75,1.0,0,0,0,0,0,0.9883,0.9922,1.0195,0.9961,0.9844,1.0117,1.0000,1.0195,1.0156,0.9844,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.5,358.7,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2676,1.30,1.83,0.23,3.35,3.41,3.43,-0.0625
35,153,4,-8,30.0,11.75,1.0,0,0,0,0,0,0.9688,1.0117,0.9766,1.0430,1.0000,1.0039,0.9922,0.9922,1.0117,0.9844,-0.3076,-0.3076,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0010,-0.0021,-0.001,0.0000,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.5,358.8,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2695,0.25,0.39,0.14,3.27,3.26,3.38,0.0000
36,154,4,-8,30.0,11.75,1.0,0,0,0,0,0,1.0000,0.9961,1.0000,0.9805,0.9922,1.0039,1.0195,1.0039,0.9961,0.9922,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.0879,0.0000,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.5,358.9,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2695,1.07,0.78,0.21,3.32,3.39,3.34,-0.0625
37,154,1,-8,30.0,11.75,1.0,0,0,0,0,0,0.9844,1.0078,1.0000,0.9844,0.9961,0.9961,0.9883,0.9766,1.0273,1.0273,-0.3516,-0.3516,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,359.0,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2344,0.60,0.96,0.20,3.47,3.51,3.49,0.1250
38,153,6,-8,30.0,11.50,1.0,0,0,0,0,0,0.9844,0.9961,1.0000,0.9883,0.9883,0.9805,0.9883,0.9805,0.9766,1.0313,-0.3076,-0.3076,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,359.1,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2344,1.29,1.26,-0.42,3.22,3.23,3.29,-0.1875
39,153,10,-8,30.0,11.25,1.0,0,0,0,0,0,0.9844,1.0117,0.9883,1.0508,0.9531,0.9844,1.0000,1.0195,1.0078,0.9922,-0.2637,-0.2637,-0.2637,-0.2637,-0.2637,-0.0010,-0.0010,-0.0010,-0.0010,-0.001,0.1758,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,359.1,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2402,0.40,0.62,-0.57,3.44,3.48,3.52,0.0625
40,154,4,-8,30.0,11.00,1.0,0,0,0,0,0,1.0117,0.9805,0.9961,1.0078,1.0039,0.9844,0.9883,0.9922,1.0195,0.9922,-0.2637,-0.2637,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,359.0,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2402,-0.50,-0.48,-0.56,3.38,3.39,3.49,-0.1250
41,153,4,-8,30.0,10.50,1.0,0,0,0,0,0,0.9883,1.0039,0.9844,1.0273,1.0078,1.0078,0.9883,1.0352,0.9844,1.0000,-0.3076,-0.3076,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.1758,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,358.9,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2598,-0.23,-0.75,-0.08,3.42,3.37,3.51,0.0000
42,153,6,-8,30.0,10.25,1.0,0,0,0,0,0,0.9766,0.9805,1.0273,1.0078,0.9648,0.9961,1.0195,1.0117,0.9922,1.0039,-0.3076,-0.3076,-0.3076,-0.3516,-0.3516,-0.0010,-0.0010,-0.0021,-0.0010,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,358.9,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2598,0.17,0.34,-0.23,3.53,3.57,3.61,0.0000
43,153,6,-8,30.0,10.00,1.0,0,0,0,0,0,1.0117,1.0000,0.9961,0.9766,1.0156,1.0273,1.0391,0.9961,0.9922,0.9805,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.3,21.4,358.9,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2617,1.47,0.91,-0.11,3.40,3.36,3.49,0.0000
44,153,5,-8,30.0,9.50,1.0,0,0,0,0,0,1.0195,0.9961,0.9922,0.9883,0.9805,1.0000,0.9844,1.0000,1.0000,1.0000,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0021,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.3,358.9,0.0,0.0,0,0,33.8818,33.8818,34.1016,34.1016,-0.2617,-0.02,0.24,-0.78,3.13,3.16,3.23,0.0000
45,153,4,-8,30.0,8.75,1.0,0,0,0,0,0,0.9961,0.9961,0.9766,0.9688,1.0313,1.0117,1.0078,0.9844,1.0000,0.9961,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.3,358.9,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,-0.52,-0.64,-1.44,3.31,3.31,3.40,-0.0625
46,153,2,-8,30.0,8.75,1.0,0,0,0,0,0,1.0000,0.9961,1.0000,0.9922,1.0117,1.0234,0.9961,0.9805,0.9922,0.9727,-0.3955,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0021,-0.0021,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.3,359.0,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2617,-0.60,-0.42,0.21,3.50,3.49,3.56,-0.0625
47,153,1,-8,30.0,8.50,1.0,0,0,0,0,0,0.9883,1.0078,0.9922,1.0195,1.0078,0.9883,0.9883,0.9922,1.0117,1.0039,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.3,359.1,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2559,-0.34,-0.46,0.16,3.28,3.23,3.35,-0.0625
48,153,0,-8,30.0,8.50,1.0,0,0,0,0,0,0.9805,1.0000,0.9961,1.0078,1.0000,1.0078,0.9766,1.0000,1.0039,0.9922,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.0010,-0.0021,-0.0021,-0.0010,-0.0010,0.0879,0.1758,0.0104,0.0104,0.0104,0.0104,0.0104,21.4,21.3,359.1,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2559,-1.03,-0.47,-0.93,3.28,3.19,3.36,-0.0625
49,153,-1,-8,30.0,8.25,1.0,0,0,0,0,0,1.0313,1.0156,0.9922,0.9648,0.9766,0.9844,1.0117,1.0078,0.9180,1.0117,-0.3076,-0.3076,-0.3076,-0.3076,-0.3076,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,0.0879,0.0879,0.0094,0.0094,0.0104,0.0104,0.0104,21.4,21.3,358.8,0.0,0.0,0,0,33.8818,33.8818,34.0576,34.0576,-0.2539,0.10,0.35,0.63,3.33,3.30,3.42,0.0625
