"",海拔高度,下降率,无线电高度,计算空速,地速,起落架,空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4,左侧发动机油门N1值,右侧发动机油门N1值,磁航向,风向,风速,是否接通了A/T,是否接通了任意侧的A/P,左发油门杆位置（角度）,左发油门杆位置（角度）.1,右发油门杆位置（角度）,右发油门杆位置（角度）.1,RUDD位置,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率
21,-67,-4,-8,30.0,11.25,1.0,0,0,0,0,0,0.9961,1.0117,0.9648,0.9922,0.9922,1.0078,0.9922,0.9844,1.0000,0.9805,-0.1758,-0.1758,-0.1758,-0.1758,-0.1758,-0.001,-0.001,-0.001,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,92.5,87.5,38.750,0,0,34.0576,34.0576,34.1016,34.1016,-0.0605,-2.29,-2.94,-2.28,-4.11,-4.21,-4.24,-0.1250
22,-67,-6,-8,30.0,11.50,1.0,0,0,0,0,0,0.9922,0.9961,0.9922,0.9727,1.0273,1.0117,0.9609,0.9922,1.0234,1.0273,-0.2197,-0.2197,-0.2637,-0.2637,-0.2637,-0.001,-0.001,-0.001,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,92.5,87.5,38.500,0,0,34.0576,34.0576,34.1016,34.1016,-0.0449,-3.03,-2.75,-0.91,-3.68,-3.49,-3.75,-0.0625
23,-67,-6,-8,30.0,11.50,1.0,0,0,0,0,0,0.9844,1.0156,1.0195,0.9961,0.9727,0.9961,1.0195,0.9883,1.0000,1.0273,-0.3076,-0.3076,-0.3076,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,92.5,87.5,38.375,0,0,34.0576,34.0576,34.1016,34.1016,-0.0449,1.81,1.86,0.18,-4.90,5.16,-4.48,-0.1875
24,-67,-5,-8,30.0,11.75,1.0,0,0,0,0,0,1.0352,0.9922,1.0039,0.9844,1.0156,0.9883,1.0195,0.9609,1.0078,0.9688,-0.3955,-0.3955,-0.4395,-0.4395,-0.4395,-0.001,-0.001,-0.001,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,92.5,87.5,38.250,0,0,34.0576,34.0576,34.1016,34.1016,-0.0352,-2.21,-2.14,-0.98,-2.25,-3.51,-3.10,-0.1875
25,-67,-3,-8,30.0,11.75,1.0,0,0,0,0,0,1.0117,1.0000,0.9922,1.0117,1.0156,0.9727,0.9805,0.9922,1.0117,0.9961,-0.4834,-0.4834,-0.5273,-0.5273,-0.5713,-0.001,-0.001,-0.001,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,92.5,87.5,38.250,0,0,34.0576,34.0576,34.1016,34.1016,-0.0352,-1.37,-1.41,-2.36,-3.67,-1.36,-3.68,0.0000
26,-67,-1,-8,30.0,11.75,1.0,0,0,0,0,0,0.9727,0.9570,0.9453,1.0195,1.0000,1.0000,0.9766,0.9922,1.0117,1.0039,-0.5713,-0.6152,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.3516,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,92.3,87.5,38.250,0,0,34.0576,34.0576,34.1016,34.1016,0.0527,-1.78,-2.18,-0.89,-2.62,-2.38,-2.71,-0.1250
27,-68,8,-8,30.0,11.50,1.0,0,0,0,0,0,0.9805,1.0000,0.9922,0.9961,0.9727,0.9883,0.9883,1.0352,0.9648,1.0352,-0.7031,-0.6592,-0.6592,-0.6152,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.2,92.0,87.5,38.375,0,0,34.0576,34.0576,34.1016,34.1016,0.0527,-2.48,-3.12,0.05,-3.52,-3.71,-3.46,0.0625
28,-68,14,-8,30.0,11.75,1.0,0,0,0,0,0,0.9844,1.0156,0.9922,1.0352,0.9648,1.0117,0.9961,1.0352,1.0000,1.0000,-0.6592,-0.7031,-0.7031,-0.7031,-0.7031,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.3,91.7,87.2,38.250,0,0,34.0576,34.0576,34.1016,34.1016,-0.1641,-2.03,-2.46,-2.12,-3.78,-3.31,-3.45,-0.1250
29,-68,16,-8,30.0,12.00,1.0,0,0,0,0,0,0.9766,1.0039,0.9883,1.0039,1.0117,0.9922,0.9961,0.9609,1.0078,1.0039,-0.7031,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.3,91.4,86.8,38.000,0,0,34.0137,34.0137,34.1016,34.1016,-0.1641,-1.01,-0.42,0.81,-4.73,-3.94,-4.55,-0.1875
30,-68,14,-8,30.0,12.25,1.0,0,0,0,0,0,0.9844,1.0156,0.9922,1.0273,0.9609,0.9883,0.9609,1.0195,1.0000,1.0391,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.3,91.1,86.5,37.750,0,0,34.0576,34.0576,34.1016,34.1016,-0.2402,0.59,0.71,-1.14,-3.76,-3.72,-3.70,0.0000
31,-68,9,-8,30.0,12.50,1.0,0,0,0,0,0,0.9961,0.9961,1.0000,1.0313,0.9805,0.9922,0.9648,1.0039,1.0195,1.0273,-0.6592,-0.6592,-0.6152,-0.6152,-0.6152,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,91.1,86.1,37.500,0,0,34.0576,34.0576,34.1016,34.1016,-0.2402,-1.48,-1.10,-1.87,-3.02,-3.30,-3.08,-0.1250
32,-68,5,-8,30.0,12.75,1.0,0,0,0,0,0,1.0430,0.9883,0.9883,0.9648,1.0039,0.9922,1.0039,1.0195,0.9727,0.9688,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.0,85.8,37.250,0,0,34.0576,34.0576,34.1016,34.1016,-0.2441,-1.00,-1.36,-2.61,-2.83,-2.62,-2.87,-0.0625
33,-68,1,-8,30.0,13.00,1.0,0,0,0,0,0,1.0273,0.9609,0.9883,1.0078,0.9961,1.0156,0.9414,1.0586,1.0156,1.0078,-0.6592,-0.6152,-0.6152,-0.6152,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,91.1,85.8,37.000,0,0,34.0576,34.0576,34.1016,34.1016,-0.2441,-2.45,-2.47,-1.21,-3.22,-3.72,-3.50,0.1250
34,-68,-1,-8,30.0,13.00,1.0,0,0,0,0,0,0.9961,1.0156,1.0039,0.9805,0.9609,1.0078,1.0156,1.0078,0.9883,1.0039,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.1,85.8,37.000,0,0,34.0576,34.0576,34.1016,34.1016,-0.2402,-4.95,-4.19,-0.54,-4.51,-3.92,-4.28,0.0000
35,-68,-2,-8,30.0,12.75,1.0,0,0,0,0,0,0.9883,0.9883,1.0156,0.9844,1.0156,0.9844,0.9883,0.9727,1.0391,1.0078,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.3,86.1,37.250,0,0,34.0576,34.0576,34.1016,34.1016,-0.2402,-3.59,-3.21,-1.96,-3.42,-3.37,-3.39,-0.1250
36,-69,6,-8,30.0,12.50,1.0,0,0,0,0,0,0.9766,1.0117,1.0352,0.9844,0.9570,1.0352,1.0313,1.0039,0.9961,0.9844,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.4,86.1,37.500,0,0,34.0576,34.0576,34.1455,34.1455,-0.1797,0.38,0.19,-0.65,-3.19,-2.89,-3.21,-0.0625
37,-68,5,-8,30.0,12.00,1.0,0,0,0,0,0,0.9922,1.0039,1.0195,1.0117,1.0039,1.0117,1.0234,1.0000,0.9883,0.9648,-0.6592,-0.6592,-0.6592,-0.6592,-0.6592,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.5,86.1,37.875,0,0,34.0576,34.0576,34.1455,34.1455,-0.1797,-2.24,-1.92,-3.48,-3.12,-1.62,-2.96,-0.0625
38,-69,9,-8,30.0,11.50,1.0,0,0,0,0,0,1.0352,0.9961,0.9766,0.9805,1.0195,1.0469,0.9922,0.9961,0.9961,0.9609,-0.6592,-0.6592,-0.6592,-0.6592,-0.6152,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.1,91.5,86.5,38.375,0,0,34.0576,34.0576,34.1455,34.1455,-0.0820,-2.00,-1.48,-0.50,-4.34,-4.11,-4.37,0.0000
39,-69,12,-8,30.0,11.00,1.0,0,0,0,0,0,0.9844,0.9922,1.0078,1.0078,0.9883,0.9492,0.9922,1.0000,0.9961,1.0273,-0.6152,-0.6152,-0.6152,-0.6152,-0.6152,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.1,91.5,86.5,38.875,0,0,34.0576,34.0576,34.1455,34.1455,-0.0820,1.74,2.37,-2.19,-4.37,-4.63,-4.19,0.1250
40,-69,11,-8,30.0,10.75,1.0,0,0,0,0,0,1.0195,1.0039,0.9844,0.9961,1.0078,1.0313,0.9883,1.0078,1.0195,0.9922,-0.5713,-0.5713,-0.5713,-0.5273,-0.5273,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,91.4,86.5,39.250,0,0,34.0576,34.0576,34.1455,34.1455,-0.1816,-1.70,-1.96,-1.38,-3.40,-3.55,-3.32,0.0625
41,-69,9,-8,30.0,10.50,1.0,0,0,0,0,0,1.0117,1.0078,1.0039,0.9766,1.0039,1.0039,1.0117,0.9961,0.9922,0.9570,-0.5273,-0.5273,-0.4834,-0.4834,-0.4395,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,91.2,86.5,39.500,0,0,34.0576,34.0576,34.1455,34.1455,-0.1816,-0.74,-1.30,-2.75,-3.60,-3.66,-3.45,0.1250
42,-69,6,-8,30.0,10.00,1.0,0,0,0,0,0,1.0000,0.9844,1.0000,1.0078,1.0039,1.0039,0.9844,0.9922,1.0039,1.0078,-0.4395,-0.3955,-0.3955,-0.3955,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.2,91.1,86.1,39.875,0,0,34.0576,34.0576,34.1455,34.1455,-0.1719,-3.24,-3.35,-3.30,-3.61,-3.42,-3.61,0.0000
43,-69,3,-8,30.0,9.75,1.0,0,0,0,0,0,0.9727,1.0273,1.0078,0.9844,0.9844,1.0039,1.0078,0.9883,1.0195,0.9805,-0.3516,-0.3076,-0.3076,-0.3076,-0.2637,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,91.0,86.1,40.250,0,0,34.0576,34.0137,34.1455,34.1455,-0.1719,-3.63,-3.52,-2.32,-3.29,-3.55,-3.37,0.0625
44,-70,8,-8,30.0,9.25,1.0,0,0,0,0,0,1.0117,1.0156,1.0039,0.9922,0.9961,1.0313,0.9922,1.0195,0.9648,1.0039,-0.2637,-0.2637,-0.2637,-0.2197,-0.2197,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.3,90.5,86.5,40.625,0,0,34.0137,34.0137,34.1016,34.1016,-0.1602,-3.85,-3.92,-2.29,-4.98,-4.27,-5.02,0.0625
45,-69,5,-8,30.0,9.00,1.0,0,0,0,0,0,1.0117,1.0039,0.9883,1.0039,0.9961,0.9883,1.0000,0.9805,1.0078,1.0000,-0.2197,-0.2197,-0.1758,-0.1758,-0.1758,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,89.6,86.5,41.125,0,0,34.0137,34.0137,34.1016,34.1016,-0.1602,-3.53,-3.68,-2.24,-2.82,-2.70,-2.65,0.0625
46,-69,0,-8,30.0,8.50,1.0,0,0,0,0,0,0.9688,0.9883,1.0156,1.0117,1.0000,0.9805,0.9961,0.9883,1.0039,1.0039,-0.1758,-0.1318,-0.1318,-0.1318,-0.0879,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,88.0,85.8,41.625,0,0,34.0137,34.0137,34.1016,34.1016,-0.1367,-1.02,-1.35,-1.24,-4.03,-4.28,-4.17,0.1250
47,-69,-3,-8,30.0,8.50,1.0,0,0,0,0,0,1.0000,1.0078,1.0195,1.0078,0.9883,0.9961,0.9961,1.0078,0.9961,0.9883,-0.0879,-0.0879,-0.0879,-0.0439,-0.0439,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,85.4,84.4,42.125,0,0,34.0137,34.0137,34.1016,34.1016,-0.1367,-1.14,-1.00,-1.97,-2.30,-2.30,-2.30,0.0000
48,-69,-5,-8,30.0,8.25,1.0,0,0,0,0,0,1.0234,1.0117,1.0195,0.9961,1.0078,1.0156,0.9883,0.9961,0.9844,0.9648,-0.0439,-0.0439,-0.0439,-0.0439,-0.0439,-0.001,-0.001,-0.001,-0.001,-0.001,0.0000,0.0000,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,82.1,82.3,42.625,0,0,34.0576,34.0576,34.1016,34.1016,-0.1406,-2.72,-2.92,-1.98,-3.45,-2.95,-3.54,-0.0625
49,-69,-5,-8,30.0,8.50,1.0,0,0,0,0,0,1.0039,1.0117,0.9766,0.9961,1.0039,1.0078,0.9805,0.9727,1.0117,0.9961,-0.0439,0.0000,0.0000,0.0000,0.0000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.0879,-0.0879,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,77.9,79.1,43.000,0,0,34.0576,34.0576,34.1455,34.1455,-0.1406,-2.83,-3.04,-1.97,-3.32,-3.14,-3.41,0.0625
