"",海拔高度,下降率,无线电高度,计算空速,地速,起落架,空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4,左侧发动机油门N1值,右侧发动机油门N1值,磁航向,风向,风速,是否接通了A/T,是否接通了任意侧的A/P,左发油门杆位置（角度）,左发油门杆位置（角度）.1,右发油门杆位置（角度）,右发油门杆位置（角度）.1,RUDD位置,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率
29,-84,0,-8,30.0,11.00,1.0,0,0,0,0,0,1.0313,0.9922,0.9922,0.9922,0.9922,0.9844,0.9727,1.0000,0.9688,1.0313,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,-0.0031,-0.0042,-0.0042,-0.0042,-0.0042,21.1,21.2,179.0,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-3.40,-3.28,-2.65,0.23,0.39,0.26,-0.0625
30,-84,0,-8,30.0,11.25,1.0,0,0,0,0,0,0.9766,0.9844,0.9961,1.0039,0.9648,0.9727,1.0000,1.0039,1.0000,1.0195,-0.3516,-0.3516,-0.3516,-0.3955,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,-0.0042,-0.0042,-0.0042,-0.0042,-0.0042,21.1,21.2,179.2,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,0.0449,-3.07,-3.01,-1.91,0.29,0.35,0.35,-0.0625
31,-85,8,-8,30.0,11.50,1.0,0,0,0,0,0,1.0117,1.0000,0.9766,0.9805,1.0117,1.0352,1.0039,0.9922,1.0117,0.9883,-0.3955,-0.3955,-0.3516,-0.3955,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,-0.0042,-0.0042,-0.0042,-0.0042,-0.0042,21.1,21.2,179.4,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,0.0449,-2.86,-2.91,0.88,0.69,0.95,0.75,0.0000
32,-84,6,-8,30.0,11.50,1.0,0,0,0,0,0,0.9922,1.0000,0.9609,1.0078,0.9961,0.9883,0.9648,0.9883,1.0078,1.0039,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,-0.0042,-0.0042,-0.0042,-0.0042,-0.0042,21.1,21.3,179.4,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,0.4551,-3.21,-3.00,-1.79,1.70,1.65,1.89,-0.1250
33,-84,2,-8,30.0,11.75,1.0,0,0,0,0,0,1.0156,1.0156,1.0391,1.0000,0.9805,0.9883,0.9961,0.9844,0.9961,1.0313,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.2637,-0.0052,-0.0052,-0.0042,-0.0052,-0.0042,21.1,21.3,179.4,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,0.4551,1.43,0.17,1.06,3.21,3.02,2.89,-0.1875
34,-84,-2,-8,30.0,12.00,1.0,0,0,0,0,0,1.0117,0.9883,0.9844,0.9883,1.0039,0.9766,0.9961,0.9961,1.0039,0.9727,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.2637,-0.0042,-0.0052,-0.0042,-0.0052,-0.0052,21.1,21.3,179.2,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2539,3.42,3.04,-0.96,2.38,2.28,3.19,-0.1250
35,-85,4,-8,30.0,12.25,1.0,0,0,0,0,0,1.0234,1.0039,0.9688,0.9727,1.0391,0.9961,1.0000,0.9922,1.0078,1.0078,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.2637,0.0042,-0.0042,-0.0042,-0.0042,-0.0042,21.1,21.3,179.1,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2539,-1.72,-2.41,-2.18,2.24,1.91,3.44,-0.0625
36,-85,9,-8,30.0,12.50,1.0,0,0,0,0,0,0.9805,0.9844,1.0117,1.0273,0.9922,0.9805,0.9844,0.9961,1.0039,1.0273,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.2637,0.0042,0.0031,0.0042,0.0042,0.0042,21.1,21.3,179.0,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2637,-3.21,-2.88,-2.17,1.42,1.02,2.08,0.0625
37,-85,12,-8,30.0,12.75,1.0,0,0,0,0,0,1.0078,1.0391,1.0078,0.9922,0.9805,1.0117,1.0313,1.0039,0.9883,1.0039,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0042,0.0042,0.0042,0.0042,0.0042,21.1,21.3,179.0,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2637,-2.40,-3.05,-1.49,2.07,2.03,2.04,-0.0625
38,-85,11,-8,30.0,13.00,1.0,0,0,0,0,0,0.9766,0.9883,1.0078,0.9922,1.0234,1.0000,1.0000,0.9805,1.0000,0.9727,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0042,0.0042,0.0052,0.0042,0.0042,21.1,21.3,179.1,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2734,-2.50,-2.67,-3.59,0.61,0.77,0.75,-0.0625
39,-85,8,-8,30.0,13.25,1.0,0,0,0,0,0,0.9922,0.9922,0.9805,0.9883,1.0078,1.0078,1.0195,0.9805,1.0117,0.9961,-0.3516,-0.3955,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0042,0.0042,0.0042,0.0052,0.0042,21.1,21.2,179.2,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2734,-3.03,-3.25,-2.04,-1.23,-1.32,-1.27,-0.0625
40,-85,5,-8,30.0,13.50,1.0,0,0,0,0,0,1.0117,1.0195,0.9922,0.9453,1.0156,0.9961,1.0039,0.9766,0.9766,0.9922,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,-0.0010,-0.0010,0.0000,0.0031,0.0042,21.1,21.2,179.3,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.1602,-1.98,-1.80,-0.65,2.88,2.87,3.38,-0.0625
41,-85,2,-8,30.0,13.50,1.0,0,0,0,0,0,1.0195,0.9844,0.9727,0.9883,1.0273,1.0117,0.9648,0.9648,1.0234,1.0273,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,-0.0010,-0.0010,-0.0010,-0.0010,-0.0010,21.1,21.3,179.4,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.1602,-2.77,-2.92,-1.21,1.30,1.37,1.03,-0.1250
42,-85,0,-8,30.0,13.75,1.0,0,0,0,0,0,1.0117,0.9883,1.0195,0.9414,0.9727,1.0000,0.9922,1.0039,1.0195,1.0234,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0052,0.0052,0.0052,0.0052,0.0010,21.1,21.3,179.4,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.1699,-4.10,-3.73,1.92,4.08,4.25,4.20,0.0625
43,-85,-1,-8,30.0,14.00,1.0,0,0,0,0,0,1.0195,0.9727,0.9883,0.9805,1.0195,0.9844,0.9844,0.9648,0.9844,0.9961,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.1758,0.0052,0.0052,0.0052,0.0052,0.0052,21.1,21.3,179.3,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.1699,-0.20,0.31,-1.88,4.01,3.33,3.57,0.0000
44,-85,-1,-8,30.0,14.25,1.0,0,0,0,0,0,1.0078,1.0469,1.0430,0.9844,0.9570,0.9727,1.0117,1.0117,0.9688,1.0391,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0052,0.0052,0.0052,0.0052,0.0052,21.2,21.3,179.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2402,-3.37,-3.67,-2.85,4.62,3.82,4.68,0.0000
45,-85,-1,-8,30.0,14.50,1.0,0,0,0,0,0,1.0273,1.0273,0.9844,0.9766,1.0078,1.0117,1.0117,0.9609,0.9766,0.9922,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0052,0.0052,0.0052,0.0052,0.0052,21.2,21.3,179.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2402,-2.88,-2.94,-2.45,3.01,3.05,2.30,-0.0625
46,-85,-1,-8,30.0,14.75,1.0,0,0,0,0,0,0.9961,1.0273,1.0000,0.9922,0.9883,0.9922,0.9922,0.9844,0.9727,1.0078,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0052,0.0052,0.0052,0.0052,0.0052,21.3,21.3,179.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,0.0430,-3.02,-3.23,-3.33,2.03,2.11,2.02,0.0000
47,-85,0,-8,30.0,15.00,1.0,0,0,0,0,0,0.9766,0.9648,1.0078,1.0000,0.9844,0.9844,1.0039,0.9961,1.0156,1.0039,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0052,0.0052,0.0052,0.0052,0.0052,21.2,21.3,179.1,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,0.0430,-3.14,-3.12,-1.33,0.00,0.92,0.05,0.0000
48,-85,0,-8,30.0,15.00,1.0,0,0,0,0,0,1.0156,0.9961,1.0234,0.9922,0.9766,0.9805,1.0234,1.0195,0.9883,0.9844,-0.3955,-0.3955,-0.4395,-0.4395,-0.4395,-0.001,-0.001,-0.001,-0.001,-0.001,-0.1758,-0.0879,0.0052,0.0052,0.0052,0.0052,0.0052,21.2,21.4,179.1,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.0820,-1.94,-2.47,-1.08,3.72,3.79,3.32,0.0000
49,-85,0,-8,30.0,15.25,1.0,0,0,0,0,0,1.0234,1.0195,1.0313,0.9883,1.0000,0.9844,0.9805,0.9961,1.0000,1.0039,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0000,0.0000,0.0063,0.0052,0.0052,0.0052,0.0052,21.2,21.3,179.1,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.0820,-0.68,-1.67,1.46,1.62,3.20,0.20,0.0000
